id;title;length;year;reals;actors;genres;boxoffice
6292;Nuit blanche;98;2011;FrÃ©dÃ©ric Jardin;Tomer Sisley, Serge Riaboukine, Julien Boisselier;Action, Crime, Thriller;
6293;Une vie simple;118;2011;Ann Hui;Andy Lau, Deannie Yip, Hailu Qin;Drame;
6294;Voyage en terre solitaire;113;2011;Julia Loktev;Gael GarcÃ­a Bernal, Hani Furstenberg, Bidzina Gujabidze;Thriller;
6295;Love's Kitchen;0;2011;James Hacking;Dougray Scott, Sarah Sharman, Katrine De Candole;Comedie, Drame, Romantique;
6296;51;90;2011;Jason Connery;Rachel Miner, Jason London, Bruce Boxleitner;Horreur, Science-Fiction;
6297;The Future;91;2011;Miranda July;Miranda July, Hamish Linklater, David Warshofsky;Comedie, Drame, Science-Fiction;
6298;The Victim;83;2011;Michael Biehn;Michael Biehn, Jennifer Blanc, Ryan Honey;Thriller;
6299;KokowÃ¤Ã¤h;123;2011;Til Schweiger;Numan Acar, Meret Becker, Gode Benedix;Comedie;
6300;Some Guy Who Kills People;97;2011;Jack Perez;Kevin Corrigan, Barry Bostwick, Karen Black;Comedie, Drame, Horreur;
6301;Camel Spiders;79;2011;Jim Wynorski;Brian Krause, C. Thomas Howell, Melissa Brasselle;Horreur, Science-Fiction;
6302;The Bleeding;0;2011;Philip Gelatt;Alexandra Chando, Patrick Breen, Nina Lisandrello;Drame, Horreur, MystÃ¨re;
6303;Occupant;0;2011;Henry Miller;Van Hansis, Cody Horn, Thorsten Kaye;Thriller;
6304;The Devil's Rock;83;2011;Paul Campion;Craig Hall, Matthew Sunderland, Gina Varela;Fantastique, Horreur, Thriller;
6305;Far Away: Les soldats de l'espoir;137;2011;Je-kyu Kang;Dong-gun Jang, JÃ´ Odagiri, Bingbing Fan;Action, Drame, Historique;
6306;The Incident;85;2011;Alexandre CourtÃ¨s;Rupert Evans, Anna Skellern, Dave Legeno;Horreur, Thriller;
6307;Et maintenant on va oÃ¹?;110;2011;Nadine Labaki;Claude Baz Moussawbaa, Leyla Hakim, Nadine Labaki;Comedie, Drame;
6308;Un heureux Ã©vÃ©nement;107;2011;RÃ©mi BezanÃ§on;Louise Bourgoin, Pio MarmaÃ¯, Josiane Balasko;Comedie, Drame;
6309;The Pool Boys;0;2011;J.B. Rogers;Matthew Lillard, Brett Davern, Efren Ramirez;Comedie;
6310;La nouvelle guerre des boutons;100;2011;Christophe Barratier;Laetitia Casta, Guillaume Canet, Jean Texier;Aventure, Familliale;
6311;Bringing Up Bobby;93;2011;Famke Janssen;Milla Jovovich, Bill Pullman, Marcia Cross;Comedie;
6312;Father's Day;99;2011;Adam Brooks, Jeremy Gillespie, Matthew Kennedy, Steven Kostanski, Conor Sweeney;Adam Brooks, Matthew Kennedy, Conor Sweeney;Action, Comedie, Horreur;
6313;Eating Out: Drama Camp;0;2011;Q. Allan Brocka;Chris Salvatore, Daniel Skelton, Aaron Milo;Comedie;
6314;Un amour de jeunesse;110;2011;Mia Hansen-LÃ¸ve;Lola CrÃ©ton, Sebastian Urzendowsky, Magne-HÃ¥vard Brekke;Drame, Romantique;
6315;The Orphan Killer;0;2011;Matt Farnsworth;Diane Foster, David Backus, Matt Farnsworth;Horreur;
6316;The Task;94;2011;Alex Orwell;Alexandra Staden, Victor McGuire, Sean McConaghy;Horreur;
6317;Swerve;86;2011;Craig Lahiff;Jason Clarke, Emma Booth, David Lyons;Crime, Drame, Thriller;
6318;Dawn of the Dragonslayer;97;2011;Anne K. Black;Richard McWilliams, Nicola Posener, Philip Brodie;Action, Aventure, Fantastique;
6319;Judas Kiss;94;2011;J.T. Tepnapa;Charlie David, Richard Harmon, Timo Descamps;Drame, Science-Fiction;
6320;Un jour de chance;94;2011;Ãlex de la Iglesia;JosÃ© Mota, Salma Hayek, Blanca Portillo;Drame;
6321;Ma part du gÃ¢teau;109;2011;CÃ©dric Klapisch;Karin Viard, Gilles Lellouche, Audrey Lamy;Comedie, Drame;
6322;Eva;94;2011;Kike MaÃ­llo;Daniel BrÃ¼hl, Marta Etura, Alberto Ammann;Drame, Fantastique, Science-Fiction;
6323;Sket;83;2011;Nirpal Bhogal;Lily Loveless, Riann Steele, Aimee Kelly;Crime;
6324;Almanya;101;2011;Yasemin Samdereli;Vedat Erincin, Fahri Yardim, Lilay Huser;Comedie, Drame;
6325;L'Apollonide (Souvenirs de la maison close);122;2011;Bertrand Bonello;NoÃ©mie Lvovsky, Hafsia Herzi, CÃ©line Sallette;Drame;
6326;Love Birds;103;2011;Paul Murphy;Rhys Darby, Faye Smythe, Alvin Maharaj;Comedie, Romantique;
6327;Extinction: The G.M.O. Chronicles;110;2011;Niki Drozdowski;Daniel Buder, Luise BÃ¤hr, Jerry Coyle;Drame, Horreur;
6328;Habemus Papam;102;2011;Nanni Moretti;Michel Piccoli, Nanni Moretti, Jerzy Stuhr;Comedie, Drame;
6329;Alps;93;2011;Giorgos Lanthimos;Stavros Psyllakis, Aris Servetalis, Johnny Vekris;Drame;
6330;Newlyweds;95;2011;Edward Burns;Edward Burns, Caitlin FitzGerald, Kerry BishÃ©;Comedie, Drame;
6331;Rites of Spring;80;2011;Padraig Reynolds;AJ Bowen, Anessa Ramsey, Sonny Marinelli;Horreur, Thriller;
6332;Patiala House;140;2011;Nikhil Advani;Rishi Kapoor, Dimple Kapadia, Akshay Kumar;Comedie, Drame, Sport;
6333;Episode 50;78;2011;Joe Smalley, Tess Smalley;Josh Folan, Chris Perry, Natalie Wetta;Horreur, MystÃ¨re, Thriller;
6334;Beat the World;91;2011;Robert Adetuyi;Tyrone Brown, Mishael Morgan, Nikki Grant;Drame, Music;
6335;Les bien-aimÃ©s;139;2011;Christophe HonorÃ©;Catherine Deneuve, Ludivine Sagnier, Chiara Mastroianni;Drame, Musical, Romantique;
6336;Folie MeurtriÃ¨re;95;2011;D.W. Brown;Nick Stahl, Dash Mihok, Olivia Wilde;Drame, Thriller;
6337;Fertile Ground;95;2011;Adam Gierasch;Leisha Hailey, Gale Harold, Chelcie Ross;Horreur;
6338;World of the Dead: The Zombie Diaries;88;2011;Michael Bartlett, Kevin Gates;Philip Brodie, Alix Wilton Regan, Rob Oldfield;Action, Horreur, Science-Fiction;
6339;Un cadeau inattendu;90;2011;Jonathan Newman;Toni Collette, Ioan Gruffudd, Maurice Cole;Comedie, Drame, Familliale;
6340;Aliens vs. Avatars;80;2011;Lewis Schoenbrun;Jason Lockhart, Kim Argetsinger, Cassie Fliegel;Horreur, Science-Fiction, Thriller;
6341;L'ordre et la morale;136;2011;Mathieu Kassovitz;Mathieu Kassovitz, Iabe Lapacas, Malik Zidi;Action, Drame, Historique;
6342;Arme Riddere;90;2011;Magnus Martens;Kyrre Hellum, Mads Ousdal, Henrik Mestad;Action, Comedie, Crime;
6343;Humans Versus Zombies;93;2011;Brian T. Jaynes;Christine Bently, Cody Callahan, David Blackwell;Comedie, Horreur, Science-Fiction;
6344;The Perfect Family;84;2011;Anne Renton;Kathleen Turner, Emily Deschanel, Jason Ritter;Comedie, Drame;
6345;La TÃªte en l'air;89;2011;Ignacio Ferreras;Tacho GonzÃ¡lez, Ãlvaro Guevara, Mabel Rivera;Animation, Drame;
6346;Madison County;81;2011;Eric England;Colley Bailey, Matt Mercer, Ace Marrero;Horreur, MystÃ¨re, Thriller;
6347;Primos;98;2011;Daniel SÃ¡nchez ArÃ©valo;Quim GutiÃ©rrez, Inma Cuesta, RaÃºl ArÃ©valo;Comedie;
6348;Little Deaths;94;2011;Sean Hogan, Andrew Parkinson, Simon Rumley;Luke de Lacey, Holly Lucas, Siubhan Harrison;Horreur;
6349;Force;137;2011;Nishikant Kamat;John Abraham, Genelia D'Souza, Raj Babbar;Action, Crime, Drame;
6350;Without Men;0;2011;Gabriela Tagliavini;Eva Longoria, Christian Slater, Oscar NuÃ±ez;Comedie;
6351;Carjacked;89;2011;John Bonito;Maria Bello, Stephen Dorff, Connor Hill;Crime, Thriller;
6352;Jeux de rÃ´les;108;2011;Detlev Buck;Alexandra Maria Lara, Jenny Moore, Dejan Bucin;Comedie;
6353;SuperclÃ¡sico;99;2011;Ole Christian Madsen;Mikael Bertelsen, Anders W. Berthelsen, Jamie Morton;Comedie;
6354;Tanu Weds Manu;0;2011;Aanand Rai;Madhavan, Kangana Ranaut, Jimmy Shergill;Comedie, Drame, Romantique;
6355;Escapee;98;2011;Campion Murphy;Dominic Purcell, Christine Evangelista, Melissa Ordway;Horreur, Thriller;
6356;Blubberella;87;2011;Uwe Boll;Lindsay Hollister, Brendan Fletcher, Michael ParÃ©;Action, Comedie;
6357;Pariah;86;2011;Dee Rees;Adepero Oduye, Kim Wayans, Aasha Davis;Drame;
6358;Conquest;108;2011;Reinout Oerlemans;Doutzen Kroes, Robert de Hoog, Derek de Lint;Drame, Historique;
6359;Poupoupidou;102;2011;GÃ©rald Hustache-Mathieu;Jean-Paul Rouve, Sophie Quinton, Guillaume Gouix;Comedie, Crime, MystÃ¨re;
6360;Simon och ekarna;122;2011;Lisa Ohlin;Bill SkarsgÃ¥rd, Helen SjÃ¶holm, Jan Josef Liefers;Drame;
6361;Poolboy: Drowning Out the Fury;90;2011;Garrett Brawith;Kevin Sorbo, Ross Patterson, Danny Trejo;Comedie;
6362;Les enfants du maÃ¯s;80;2011;Joel Soisson;J.J. Banicki, Diane Peterson, Kai Caster;Horreur, Thriller;
6363;Vykrutasy;90;2011;Levan Gabriadze;Konstantin Khabenskiy, Milla Jovovich, Ivan Urgant;Comedie, Romantique, Sport;
6364;Demoted;94;2011;J.B. Rogers;Michael Vartan, David Cross, Celia Weston;Comedie;
6365;Terraferma;88;2011;Emanuele Crialese;Filippo Pucillo, Donatella Finocchiaro, Beppe Fiorello;Drame;
6366;The Road;110;2011;Yam Laranas;Carmina Villaroel, Rhian Ramos, TJ Trinidad;Crime, Drame, Horreur;
6367;Hagane no renkinjutsushi: Mirosu no seinaru hoshi;110;2011;Kazuya Murata;Shelley Calene-Black, Terri Doty, Rie Kugimiya;Animation, Action, Aventure;
6368;Et si on vivait tous ensemble?;96;2011;StÃ©phane Robelin;Guy Bedos, Daniel BrÃ¼hl, Geraldine Chaplin;Comedie, Drame;
6369;Box of Shadows;91;2011;Mauro Borrelli;Aaron Dean Eisenberg, Liz Fenning, J. Walter Holland;Horreur, Science-Fiction, Thriller;
6370;Carceral: Dans l'enfer de la taule;110;2011;Reg Traviss;James D'Arcy, Noel Clarke, Frank Harper;Crime, Drame;
6371;388 Arletta Avenue;87;2011;Randall Cole;Nick Stahl, Mia Kirshner, Devon Sawa;Thriller;
6372;Mon pire cauchemar;103;2011;Anne Fontaine;Isabelle Huppert, BenoÃ®t Poelvoorde, AndrÃ© Dussollier;Comedie, Drame, Romantique;
6373;Manborg;60;2011;Steven Kostanski;Matthew Kennedy, Adam Brooks, Meredith Sweeney;Action, Aventure, Comedie;
6374;Remains;88;2011;Colin Theys;Grant Bowler, Evalena Marie, Tawny Cypress;Action, Drame, Horreur;
6375;Game;135;2011;Abhinay Deo;Abhishek Bachchan, Kangana Ranaut, Anupam Kher;Action, Crime, Drame;
6376;No habrÃ¡ paz para los malvados;114;2011;Enrique Urbizu;JosÃ© Coronado, Rodolfo Sancho, Helena Miquel;Thriller;
6377;Super Shark;87;2011;Fred Olen Ray;John Schneider, Sarah Lieving, Tim Abell;Action, Comedie, Science-Fiction;
6378;La fÃ©e;93;2011;Dominique Abel, Fiona Gordon, Bruno Romy;Dominique Abel, Fiona Gordon, Bruno Romy;Comedie, Drame;
6379;The FP;82;2011;Brandon Trost, Jason Trost;Jason Trost, Lee Valmassy, Art Hsu;Comedie;
6380;Underground;83;2011;Rafael Eisenman;Sofia Pernas, Adrian R'Mante, Jeff D'Agostino;Horreur;
6381;La guerre est dÃ©clarÃ©e;100;2011;ValÃ©rie Donzelli;ValÃ©rie Donzelli, JÃ©rÃ©mie ElkaÃ¯m, CÃ©sar Desseix;Drame;
6382;War of the Dead;86;2011;Marko MÃ¤kilaakso;Andrew Tiernan, Jouko Ahola, Samuel Vauramo;Action, Aventure, Horreur;
6383;Monster Brawl;89;2011;Jesse Thomas Cook;Dave Foley, Art Hindle, Robert Maillet;Action, Comedie, Horreur;
6384;Dans l'Ombre 3D;81;2011;Antoine Thomas;Sean Clement, Simonetta Solder, Jordan Hayes;Horreur, Thriller;
6385;Don gato y su pandilla;90;2011;Alberto Mar;Jason Harris, Chris Edgerly, Bill Lobley;Animation, Action, Comedie;
6386;GuerriÃ¨re;100;2011;David Wnendt;Alina Levshin, Jella Haase, Sayed Ahmad;Drame;
6387;Mere Brother Ki Dulhan;0;2011;Ali Abbas Zafar;Imran Khan, Katrina Kaif, Ali Zafar;Comedie, Drame, Romantique;
6388;La vallÃ©e des loups - Palestine;0;2011;ZÃ¼beyr Sasmaz;Necati Sasmaz, Erdal BesikÃ§ioglu, Nur Aysan;Action, Aventure;
6389;Jian dang wei ye;140;2011;Sanping Han, Jianxin Huang;Bingbing Fan, Yun-Fat Chow, John Woo;Drame, Historique;
6390;Elena;109;2011;Andrey Zvyagintsev;Nadezhda Markina, Andrey Smirnov, Aleksey Rozin;Drame;
6391;ID:A;104;2011;Christian E. Christiansen;Tuva Novotny, Flemming Enevold, Carsten BjÃ¸rnlund;Thriller;
6392;Ragini MMS;0;2011;Pawan Kripalani;Kainaz Motivala, Rajkummar Rao, Mangala Ahire;Drame, Horreur, MystÃ¨re;
6393;Neprijatelj;108;2011;Dejan Zecevic;Aleksandar Stojkovic, Vuk Kostic, Tihomir Stanic;Drame, MystÃ¨re, Thriller;
6394;L'amour a ses raisons;125;2011;Giovanni Veronesi;Robert De Niro, Monica Bellucci, Riccardo Scamarcio;Comedie, Romantique;
6395;De Heineken ontvoering;127;2011;Maarten Treurniet;Rutger Hauer, Reinout Scholten van Aschat, Gijs Naber;Crime, Historique, Thriller;
6396;Aarakshan;0;2011;Prakash Jha;Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee;Drame, Thriller;
6397;Medianeras;95;2011;Gustavo Taretto;Javier Drolas, Pilar LÃ³pez de Ayala, InÃ©s Efron;Comedie, Drame;
6398;No One Killed Jessica;136;2011;Raj Kumar Gupta;Rani Mukerji, Vidya Balan, Myra Karn;Crime, Drame, Thriller;
6399;JÃ¤garna 2;129;2011;Kjell Sundvall;Rolf LassgÃ¥rd, Peter Stormare, Annika Nordin;Crime, MystÃ¨re, Thriller;
6400;Les Lyonnais;102;2011;Olivier Marchal;GÃ©rard Lanvin, TchÃ©ky Karyo, Daniel Duval;Drame, Thriller;
6401;The Prodigies;87;2011;Antoine Charreyron;Jeffrey Evan Thomas, Lauren Ashley Carter, Moon Dailly;Animation, Science-Fiction;
6402;Le cheval de Turin;146;2011;BÃ©la Tarr, Ãgnes Hranitzky;JÃ¡nos Derzsi, Erika BÃ³k, MihÃ¡ly Kormos;Drame;
6403;L'amour dure trois ans;98;2011;FrÃ©dÃ©ric Beigbeder;Gaspard Proust, Louise Bourgoin, Joey Starr;Comedie, Romantique;
6404;Salvando al Soldado PÃ©rez;105;2011;Beto GÃ³mez;Miguel Rodarte, JesÃºs Ochoa, JoaquÃ­n Cosio;Aventure, Comedie, Western;
6405;De Bende van Oss;110;2011;AndrÃ© van Duren;Sylvia Hoeks, Matthias Schoenaerts, Benja Bruijning;Crime, Drame;
6406;The Lost Bladesman;109;2011;Felix Chong, Alan Mak;Donnie Yen, Wen Jiang, Betty Sun;Action, Biopic, Drame;
6407;Suing the Devil;0;2011;Timothy A. Chey;Malcolm McDowell, Shannen Fields, Corbin Bernsen;Comedie, Drame;
6408;Don't Let Him In;80;2011;Kelly Smith;Sophie Linfield, Sam Hazeldine, Gordon Alexander;Horreur, Thriller;
6409;Dum Maaro Dum;0;2011;Rohan Sippy;Abhishek Bachchan, Deepika Padukone, Bipasha Basu;Action, Crime, Drame;
6410;Singham;143;2011;Rohit Shetty;Ajay Devgn, Kajal Agarwal, Prakash Raj;Action, Crime, Drame;
6411;Skew;83;2011;SevÃ© Schelenz;Rob Scattergood, Amber Lewis, Richard Olak;Horreur, Thriller;
6412;Sonny Boy;130;2011;Maria Peters;Ricky Koole, Sergio Hasselbaink, Angelo Arnhem;Drame, Romantique, Guerre;
6413;SÃ idÃ©kÃ¨ balÃ¡i;276;2011;Te-Sheng Wei;Masanobu AndÃ´, Jun'ichi Haruta, Sabu Kawahara;Action, Drame, Historique;
6414;Tekken: Blood Vengeance;100;2011;Yoichi Mori;Isshin Chiba, Darren Daniels, Kyle Hebert;Animation, Action, Science-Fiction;
6415;Hoshi o ou kodomo;116;2011;Makoto Shinkai;Hilary Haag, Corey Hartzog, Leraldo Anzaldua;Animation, Aventure, Drame;
6416;Babycall;96;2011;PÃ¥l Sletaune;Noomi Rapace, Kristoffer Joner, Vetle Qvenild Werring;Horreur, Thriller;
6417;Mausam;161;2011;Pankaj Kapur;Shahid Kapoor, Sonam Kapoor, Anupam Kher;Drame, Romantique;
6418;Murder 2;127;2011;Mohit Suri;Jacqueline Fernandez, Yana Gupta, Emraan Hashmi;Action, Crime, Drame;
6419;Midnight Son;88;2011;Scott Leberecht;Zak Kilberg, Maya Parish, Jo D. Jonz;Aventure, Drame, Horreur;
6420;The Dirty Picture;144;2011;Milan Luthria;Vidya Balan, Emraan Hashmi, Tusshar Kapoor;Biopic, Comedie, Drame;
6421;Nessuno mi puÃ² giudicare;95;2011;Massimiliano Bruno;Paola Cortellesi, Raoul Bova, Rocco Papaleo;Comedie;
6422;Chalo Dilli;0;2011;Shashant Shah;Vinay Pathak, Lara Dutta, Yana Gupta;Comedie, Drame;
6423;Extraterrestre;95;2011;Nacho Vigalondo;JuliÃ¡n VillagrÃ¡n, Michelle Jenner, Carlos Areces;Comedie, Drame, Science-Fiction;
6424;Lobos de Arga;98;2011;Juan MartÃ­nez Moreno;Gorka Otxoa, Carlos Areces, Secun de la Rosa;Comedie, Horreur;
6425;Footnote;103;2011;Joseph Cedar;Shlomo Bar-Aba, Lior Ashkenazi, Aliza Rosen;Comedie, Drame;
6426;El Chino;93;2011;SebastiÃ¡n Borensztein;Ricardo DarÃ­n, Muriel Santa Ana, Ignacio Huang;Drame;
6427;La Source des femmes;135;2011;Radu Mihaileanu;LeÃ¯la Bekhti, Hafsia Herzi, Hiam Abbass;Comedie, Drame;
6428;Hasta la vista;115;2011;Geoffrey Enthoven;Charlotte Timmers, Roos Van Vlaenderen, Robrecht Vanden Thoren;Comedie, Drame;
6429;Bruna Surfistinha;131;2011;Marcus Baldini;Deborah Secco, CÃ¡ssio Gabus Mendes, Drica Moraes;Biopic, Drame;
6430;Violeta;110;2011;AndrÃ©s Wood;Francisca GavilÃ¡n, Thomas Durand, Christian Quevedo;Biopic;
6431;7 Khoon Maaf;137;2011;Vishal Bhardwaj;Priyanka Chopra, Vivaan Shah, Manuj Bhaskar;Drame, MystÃ¨re, Thriller;
6432;Rabat;102;2011;Victor Ponten, Jim Taihuttu;Achmed Akkabi, Mohamed Benbrahim, Jacqueline Bir;Drame;
6433;Torrente 4;93;2011;Santiago Segura;Santiago Segura, Carlos Areces, Goyo JimÃ©nez;Action, Comedie, Crime;
6434;F.A.L.T.U;0;2011;Remo;Ritesh Deshmukh, Jacky Bhagnani, Puja Gupta;Comedie, Drame;
6435;Pyaar Ka Punchnama;149;2011;Luv Ranjan;Raayo Bakhirta, Nushrat Bharucha, Padam Bhola;Comedie, Drame, Romantique;
6436;Ready;0;2011;Anees Bazmee;Salman Khan, Asin, Paresh Rawal;Comedie, Romantique;
6437;Hit Fast;0;2011;Justin Donnelly;Luke Goss, Tyler Johnston, Jeffrey Ballard;Action, Crime, Drame;
6438;Immaturi;108;2011;Paolo Genovese;Raoul Bova, Barbora Bobulova, Ambra Angiolini;Comedie;
6439;I Wish - nos voeux secrets;128;2011;Hirokazu Koreeda;Koki Maeda, OhshirÃ´ Maeda, Hiroshi Abe;Drame;
6440;Orcs!;78;2011;Andrew Black;Michael Todd Behrens, Austin M. Craig, Tomek Debowski;Action, Comedie, Fantastique;
6441;Le chat du rabbin;100;2011;Antoine Delesvaux, Joann Sfar;Mathieu Amalric, FranÃ§ois Damiens, Hafsia Herzi;Animation, Aventure;
6442;Do-ga-ni;125;2011;Dong-hyuk Hwang;Yoo Gong, Yu-mi Jeong, Hyeon-soo Kim;Drame;
6443;Chillar Party;135;2011;Vikas Bahl, Nitesh Tiwari;Aarav Khanna, Chinmai Chandranshuh, Divji Handa;Comedie, Drame, Familliale;
6444;Le tableau;76;2011;Jean-FranÃ§ois Laguionie;Jean Barney, ChloÃ© Berthier, Julien Bouanich;Animation;
6445;Gianni et les femmes;90;2011;Gianni Di Gregorio;Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata;Comedie;
6446;Enfance clandestine;112;2011;BenjamÃ­n Ãvila;Natalia Oreiro, Ernesto Alterio, CÃ©sar Troncoso;Drame, Historique;
6447;Les gÃ©ants;84;2011;Bouli Lanners;Paul Bartel, Zacharie Chasseriaud, Marthe Keller;Drame;
6448;O PalhaÃ§o;88;2011;Selton Mello;Selton Mello, Paulo JosÃ©, Larissa Manoela;Aventure, Comedie, Drame;
6449;Dedemin insanlari;123;2011;Ã‡agan Irmak;Ã‡etin Tekindor, Yigit Ã–zsener, GÃ¶kÃ§e Bahadir;Comedie, Drame, Familliale;
6450;Switch;100;2011;FrÃ©dÃ©ric Schoendoerffer;Karine Vanasse, Eric Cantona, Mehdi Nebbou;Action, Crime, Thriller;
6451;Phase 7;95;2011;NicolÃ¡s Goldbart;Daniel Hendler, JazmÃ­n Stuart, Yayo Guridi;Comedie, Science-Fiction, Thriller;
6452;En gÃ¥ng i Phuket;105;2011;Staffan Lindberg;Peter Magnusson, Susanne Thorson, Jenny Skavlan;Comedie;
6453;Bruegel, le moulin et la croix;92;2011;Lech Majewski;Rutger Hauer, Michael York, Charlotte Rampling;Drame, Historique;
6454;Parada;115;2011;Srdjan Dragojevic;Nikola Kojo, Milos Samolov, Hristina Popovic;Comedie, Drame;
6455;O-jik geu-dae-man;108;2011;Il-gon Song;Ji-seob So, Hyo-ju Han, Shin-il Kang;Drame, Romantique;
6456;Loverboy;99;2011;Catalin Mitulescu;George Pistereanu, Ada Condeescu, Ion Besoiu;Drame;
6457;Shaitan;0;2011;Bejoy Nambiar;Kalki Koechlin, Shiv Pandit, Gulshan Devaiah;Action, Crime, Drame;
6458;Cilada.com;95;2011;JosÃ© Alvarenga Jr.;Bruno Mazzeo, Fernanda Paes Leme, FÃºlvio Stefanini;Comedie, Romantique;
6459;Les acacias;82;2011;Pablo Giorgelli;GermÃ¡n de Silva, Hebe Duarte, Nayra Calle Mamani;Drame;
6460;RÃ³za;90;2011;Wojciech Smarzowski;Marcin Dorocinski, Agata Kulesza, Malwina Buss;Drame, Guerre;
6461;Sseo-ni;124;2011;Hyeong-Cheol Kang;Ho-jeong Yu, Eun-kyung Shim, Hee-kyung Jin;Drame;
6462;Hur mÃ¥nga lingon finns det i vÃ¤rlden?;101;2011;Lena Koppel;Sverrir Gudnason, Vanna Rosenberg, Mats Melin;Comedie, Drame, Music;
6463;Behzat Ã‡. - Seni kalbime gÃ¶mdÃ¼m;110;2011;Serdar Akar;Erdal BesikÃ§ioglu, Tardu Flordun, Cansu Dere;Action, Crime, MystÃ¨re;
6464;PrÃ©sumÃ© coupable;102;2011;Vincent Garenq;Philippe Torreton, Wladimir Yordanoff, NoÃ©mie Lvovsky;Drame;
6465;The Fields;100;2011;Tom Mattera, David Mazzoni;Tara Reid, Cloris Leachman, Tommy Lee Wallace;Drame, MystÃ¨re, Thriller;
6466;Asmaa;96;2011;Amr Salama;Maged El Kedwany, Hani Adel, Hend Sabri;Drame;
6467;Dirch;116;2011;Martin Zandvliet;Nikolaj Lie Kaas, Lars Ranthe, Lars Brygmann;Biopic, Drame;
6468;Beauty;99;2011;Oliver Hermanus;Deon Lotz, Charlie Keegan, Michelle Scott;Drame;
6469;Gooische vrouwen;105;2011;Will Koopman;Linda de Mol, Susan Visser, Tjitske Reidinga;Comedie, Drame;
6470;Thank You;125;2011;Anees Bazmee;Akshay Kumar, Sonam Kapoor, Bobby Deol;Comedie, Drame, Romantique;
6471;Love.net;0;2011;Ilian Djevelekov;Hristo Shopov, Zahary Baharov, Lili Lazarova;Drame, Romantique;
6472;Tadas Blinda. Pradzia;106;2011;Donatas Ulvydas;Mantas Jankavicius, Agnia Ditkovskite, Tatyana Lyutaeva;Aventure, Drame, Historique;
6473;Secteur 7;101;2011;Ji-hoon Kim;Ji-won Ha, Sung-kee Ahn, Ji-ho Oh;Action, Aventure, Horreur;
6474;La vie sans principe;107;2011;Johnnie To;Ching Wan Lau, Terence Yin, Wing-cheong Law;Crime, Drame;
6475;La conquÃªte;105;2011;Xavier Durringer;Denis PodalydÃ¨s, Florence Pernel, Bernard Le Coq;Biopic;
6476;Le Skylab;113;2011;Julie Delpy;Bernadette Lafont, Emmanuelle Riva, Eric Elmosnino;Comedie;
6477;Eaters;94;2011;Luca Boni, Marco Ristori;Alex Lucchesi, Guglielmo Favilla, Claudio Marmugi;Horreur;
6478;Michael;96;2011;Markus Schleinzer;Michael Fuith, David Rauchenberger, Christine Kain;Drame, Thriller;
6479;Incir reÃ§eli;94;2011;AytaÃ§ Agirlar;Sezai Paracikoglu, Melike GÃ¼ner, Selim Akgul;Drame, Romantique;
6480;Bizim bÃ¼yÃ¼k Ã§aresizligimiz;102;2011;Seyfi Teoman;Ilker Aksum, Fatih Al, Gunes Sayin;Drame;
6481;Che bella giornata;97;2011;Gennaro Nunziante;Checco Zalone, Nabiha Akkari, Ivano Marescotti;Comedie;
6482;Labirent;123;2011;Tolga Ã–rnek;TimuÃ§in Esen, Meltem Cumbul, Sarp Akkaya;Action, Drame;
